student id,EnrollmentYear ,EXAM_year, UniversityName,Home-City,major ,GENDER,ScholarshipStatus,SocioEconomic_status,PartTime job,StudyHours/Week,Tutoring_Hours_per_week,attendance rate,SleepHours,priorGPA,examScore 
TR00875,2017,2018,Hacettepe University,Adana!,Engineering,Male,No ,Middle,No,17.5,4.1,0.879,8.4,2.61,94.8
TR00876,2018,2019,ITU,Eskisehir,Law,Female,No,Low,No,15.0,4.0,0.914,6.38,2.11,93.9
TR00877,2017,2019,Hacettepe University,Eskisehir,Business,Male,No, Middle,No,24.8,0.8,0.864,7.32,2.45,97.2
TR00878,2016,2020,Istanbul University,Diyarbakir,Architecture,Male,No,Low!,No,25.7,6.7,0.789,7.66,2.92,100.0
TR00879,2017,2017,METU,Antalya,Engineering,Female,NO,Middle,Yes,24.4,2.9,0.724,6.32,2.46,80.2
TR00880,2019,2019,Istanbul University,Samsun,Computer Science,Female,Yes,Low,Yes,19.4,2.6,0.784,7.15,2.3,70.2
TR00881,2017,2020,METU,Ankara,Engineering,Female,No,Low,Yes,27.1,5.8,0.834,6.96,4.0,100.0
TR00882,2016,2016,Bogazici University,Kayseri,Engineering,Female,No,Middle,Yes,24.5,0.0,0.709,8.16,3.87,100.0
TR00883,2015,2017,Hacettepe University,Gaziantep,Business,Female,No,High,No,19.4,1.8,0.872,5.38,3.22,94.2
TR00884,2017,2019,METU,IZMIR,Business,Male,No,Middle,No,12.7,1.1,0.846,7.12,3.08,81.9
TR00885,2021,2021,Dokuz Eylul University,Gaziantep,Computer Science,Male,NO,Low,No,20.7,5.5,0.72,5.92,2.26,92.4
TR00886,2015,2015,Koc University,Diyarbakir,ARCHITECTURE,MALE,No,LOW,NA,23.3,3.6,0.818,6.6,2.22,85.1
TR00887,2015,2016,Dokuz Eylul University,Kayseri,Computer Science,Male,No,High,No,18.3,2.6,0.831,6.36,2.71,100.0
TR00888,2016,2016,Dokuz Eylul University,Diyarbakir,Architecture,Female,No,NA,Yes,NA,3.1,0.726,6.8,2.58,90.8
TR00889,2017,2020,Gazi University, Izmir,Psychology,FEMALE,No,Low,Yes,11.8,0.2,0.78,6.24,2.92,74.7
TR00890,2015,2016,Koc University,İzmir,Law,Male,No ,High,Yes,24.8,3.1,0.729,6.67,2.06,95.9
TR00891,2017,2017,EGE UNIVERSITY,Ankara#,Education,Female,No,High,No,11.6,0.0,0.84,8.05,3.81,98.1
TR00892,2018,2019,METU,Gaziantep,Computer Science,Female,No,High,Yes,21.6,3.0,0.757,6.34,2.96,91.9
TR00893,2018,2019,METU,Eskisehir,Engineering,Female,No,High,No,19.9,2.7,0.698,8.09,2.06,78.7
TR00894,NA,2021,Ege University,Istanbul,Education,Female,Yes,High,No,21.0,0.0,0.829,7.75,3.1,98.2
TR00895,2015,2015,Hacettepe University,Gaziantep, Engineering,Male,Yes, Low,No,25.2,3.5,0.805,8.41,2.39,88.8
TR00896,2019,2020,Hacettepe University,Konya,Law, Female,No,Low,No,11.1,2.9,0.871,7.54,2.17,83.2
TR00897,2015,2015,Dokuz Eylul University,Diyarbakir,Computer Science,Female,No,Middle,No,22.6,1.6,0.89,6.81,2.41,91.0
TR00898,2016,2016,Ege University,Konya,Engineering,Female,Yes,Middle,No,12.3,1.2,0.799,5.9,2.58,72.9
TR00899,2021,2021,Koc University,Izmir,Medicine,Male,No,Middle,No,27.1,4.3,0.757,6.1,3.73,100.0
TR00900,2015,2015,Dokuz Eylul University,Istanbul,Architecture, Female,Yes,Middle,No,19.9,2.6,0.706,6.78,2.81,95.4
TR00901,2017,2017,Istanbul University,Bursa,Computer Science,Male ,No, Middle,No,32.9,3.0,0.755,6.48,3.25,100.0
TR00902,2015,2019,Gazi University,Kayseri,Medicine,Female,No,Middle,Yes,28.5,3.5,0.744,8.31,3.22,93.9
TR00903,2015,2016,Yildiz Technical University,Antalya,Computer Science,Female,No,Low,Yes,13.8,2.3,0.663,6.71,2.41,77.2
TR00904,2020,2021,Ankara University,Istanbul,Law,Female,No,Low,Yes,15.5,6.0,0.841,5.41,2.13,72.5
TR00905,2015,2015,Gazi University,Antalya,Business,Female,No,Middle,No,20.5,0.7,0.841,7.46,2.15,80.8
TR00906,2019,2020,Hacettepe University,Trabzon,Statistics#,Female,No,Middle,No,16.5,1.0,0.81,7.53,2.56,88.7
TR00907,2016,2017,YILDIZ TECHNICAL UNIVERSITY,Gaziantep, Computer Science,Female,Yes,Low,No,28.4,3.3,0.839,6.32,3.4,100.0
TR00908,2016,2017,Bogazici University,Gaziantep,Economics,Male,No,Middle,No,14.7,1.3,0.844,8.8,3.19,92.2
TR00909,2015,2015,ITU,Antalya,Education,Female,No,Middle,No,8.5,0.5,0.871,5.77,2.86,89.9
TR00910,2018,2019,Dokuz Eylul University!,Samsun,Psychology ,Male,No,Middle,No,14.7,4.3,0.885,8.1,3.0,90.1
TR00911,2015,2015,METU,Kayseri ,Engineering ,Female,No,Low,NO,12.3,1.6,0.795,6.94,2.48,92.4
TR00912,2016,2016,Ege University,Istanbul,Medicine,Female#,NA,Middle,Yes!,12.4,3.6,0.759,6.16,2.35,81.3
TR00913,2015,2015,Ege University,BURSA,Medicine,Female,Yes,Low ,No,27.5,2.4,0.854,8.64,2.48,92.7
TR00914,2015,2017,METU,Izmir,Comp. Science,Male!,No,High,No,21.4,1.5,0.805,7.49,2.22,87.0
TR00915,2019,2021,dokuz eylul university,Ankraa,Comp. Science,Female,No,Low,No,24.9,6.0,0.89,6.55,3.63,100.0
TR00916,2015,2015,ITU,Gaziantep,Computer Science,Female,No,Middle,Yes,17.5,3.1,0.868,6.51,2.87,96.8
TR00917,2019,2019,Ankara University,Konya,Architecture,Female,Yes,Low,No,35.6,3.0,0.868,6.69,2.83,100.0
TR00918,2021,2021,ITU,Kayseri,Education,Female,No,Middle,No,17.4,0.0,0.747,6.65,3.6,96.0
TR00919,2020,2020,Yildiz Technical University,Ankara,Engineering,Female,No,Middle,Yes,12.7,2.1,0.811,7.95,3.57,80.1
TR00920,2017,2018,ITU,Diyarbakir,Economics,Male,Yes,Low,Yes,8.5,5.1,0.821,7.11,3.84,96.3
TR00921,2015,2015,Yildiz Technical University,Diyarbakir,Business,Female,No,Middle ,No,15.0,2.0,0.741,7.9,2.6,78.3
TR00922,2018,2019,ITU,Bursa,Economics,Female,Yes, Low,No,16.0,1.7,0.871,NA,2.8,85.5
TR00923,2018,NA,Ankara University,Diyarbakir,Computer Science,Male!,Yes,Middle,No,16.0,3.3,0.796,7.75,3.06,95.1
TR00924,2016,2019,Ankara University,ADANA,Psychology,Female,No,Middle,No,17.2,1.7,0.88,8.1,3.61,100.0
TR00925,2018,2020,Hacettepe University,Mersin,Economics,Female,No,Middle,Yes!,15.7,0.3,0.81,8.16,2.78,90.8
TR00926,2015,2017,METU ,Izmir,Law,Female,No,High,no,28.4,1.0,0.838,7.08,2.58,100.0
TR00927,2016,2019,Ankara University,Gaziantep,Education,Male,Yes,Middle,No,10.1,4.6,0.843,6.54,2.46,80.0
TR00928,2018,2021,Yildiz Technical University,IZMIR,Business,Female,No,Middle, No,14.9,1.8,0.649,6.96,3.16,80.2
TR00929,2018,2019,Ankara University,Diyarbakir,Engineering,Female,No,Low,Yes,30.2,0.9,0.673,6.36,2.99,100.0
TR00930,2018,2019,Hacettepe University ,SAMSUN,BUSINESS,female,No,Middle,No,18.6,2.0,0.81,6.52,2.74,96.5
TR00931,2017,2019,Ege University,Trabzon,Engineering,Male,No,Middle,No,18.1,4.9,0.942,6.41,2.74,90.6
TR00932,2016,2016,Yildiz Technical University,Trabzon,Architecture,Female,No,Low,No,16.1,1.2,0.865,7.2,2.61,83.2
TR00933,2015,NA,Hacettepe University,Ankara,Engineering,Male,No!,High,No,15.1,1.9,0.965,6.3,3.46,100.0
TR00934,2016,2017,Istanbul University,Trabzon,Business,Male ,No,Low,No,16.3,4.1,0.827,6.11,2.34,82.0
TR00935,2015,2015,Istanbul University,Trabzon!,Law,Male,No,High,No,24.2,1.7,0.818,5.46,2.4,91.9
TR00936,2018,2019,Bogazici University,Izmir,Statistics,Female,No,Low,Yes,27.4,2.8,0.884,6.85,3.68,100.0
TR00937,2017,2020,ITU,Mersin,Engineering,Female,Yes,High,No,15.1,0.5,0.827,7.36,2.85,93.8
TR00938,2015,2015,METU, Adana,Engineering,Female,No,Middle,No,27.2,4.5,0.741,6.46,2.79,100.0
TR00939,2016,2020,Bilkent University,Ankara,Engineering,Female,No,Low,Yes,22.0,3.1,0.795,7.43,2.99,99.4
TR00940,2015,2015,Gazi University,Gaziantep,Engineering,Female,Yes,Low,Yes,17.4,0.0,0.88,5.97,2.29,91.5
TR00941,2015,2017,Hacettepe University,Istanbul,Medicine,Male,Yes,Middle,No,26.3,1.0,0.774,7.06,3.17,100.0
TR00942,2017,2019,ege university,Konya,Computer Science,Female,No,High,Yes,8.1,1.5,0.817,7.09,2.52,68.3
TR00943,2018,2019, Gazi University,Ankara,NA,Female,Yes,Low,Yes,30.4,2.4,0.783,5.78,3.31,100.0
TR00944,2016,2018,Ege University,Eskisehir,Engineering,Male,No,Low,Yes,12.3,1.9,0.806,6.53,1.86,71.0
TR00945,2017,2020,Koc University,Samsun#,Education,Male,No,Middle,Yes,8.5,4.8,0.795,6.58,2.89,79.2
TR00946,2015,2015,Koc University#,Adana#,Economics,Female,No!,Middle,Yes,16.5,2.7,0.737,7.0,2.6,84.2
TR00947,2015,2015,Koc University,Samsun,ECONOMICS,Male,Yes,Middle,No,6.1,0.0,0.832,7.83,2.36,63.7
TR00948,2015,2016,Gazi University,Ankara,Economics,Female,No,Middle,No,9.5,1.1,0.792,6.91,2.99,82.9
TR00949,2016,2018,Hacettepe University,Ankraa,Statistics,Male,No, Low,Yes ,24.5,2.9,0.779,5.98,2.66,86.2
TR00950,2018,2021,Bilkent University,NA,Engineering,Male,No ,High,NO,25.1,0.2,0.752,6.9,3.09,100.0
TR00951,2020,2021,Gazi University,Trabzon,psychology,Male,No,Middle,No,14.4,2.2,0.771,5.79,3.3,88.3
TR00952,2015,2016,Hacettepe University,Gaziantep,Education,Male,No,Low,Yes,12.2,0.0,0.737,6.95,2.95,72.2
TR00953,2015,2016,Ankara University,Samsun,Engineering,Female,No,Middle,No,26.4,4.6,0.851,8.0,2.41,100.0
TR00954,2015,2016,Bilkent University,Ankara,Statistics,Female,No,Middle,No,26.1,4.7,0.707,6.19,2.55,NA
TR00955,2020,2020,Koc University,Konya,Medicine!,Male,No,Middle,No,23.3,7.3,0.811,6.7,2.98,100.0
TR00956,2018,2020,Yildiz Technical University,Izmir,Engineering,Female, No,Middle,NA,14.9,0.3,0.713,7.66,2.97,82.5
TR00957,2015,2017,Ege University,Gaziantep,Education,Male,Yes,Low,No,18.5,0.0,0.807,7.59,2.62,81.2
TR00958,2015,2017,Koc University,Konya,Computer Science,Female!,No,Middle,No,25.6,3.7,0.767,6.82,2.93,100.0
TR00959,2015,2016,Istanbul University,Diyarbakir,Computer Science,Female!,No,HIGH,Yes,10.3,4.3,0.786,6.93,2.79,86.6
TR00960,2016,2018,ITU,NA,Enginering,Female,No,Low,No,17.3,4.7,0.807,NA,2.77,91.6
TR00961,2015,2015,Istanbul University,Diyarbakir,business,Female,No,middle,No,13.8,2.9,0.877,7.52,2.27,87.4
TR00962,2016,2020,Koc University, Konya,Education,Male,No,High,No,16.1,3.0,0.852,5.98,2.29,97.1
TR00963,2015,2018,Bilkent University,Mersin, Economics,Male,No!,High,No ,18.5,1.7,0.697,5.33,1.77,70.5
TR00964,2019,2019,Yildiz Technical University,Adana,Economics,Male ,YES,Middle,Yes,7.4,1.3,0.713,7.87,2.65,75.3
TR00965,2017,2020,Ege University,Trabzon,Engineering,Male,No,Middle,No,24.3,0.6,0.806,7.12,2.21,77.4
TR00966,2020,2020,Yildiz Technical University ,Konya,Engineering,Male,No,Middle,No,19.7,2.3,0.817,7.65,3.73,99.1
TR00967,2015,2017,Gazi University,Antalya,Psychology,Male,Yes,High,No,9.8,0.9,0.77,6.66,3.09,89.3
TR00968,2015,2015,Ege University,Konya,Business,Female, No,High,No,14.9,0.0,0.924,7.47,2.4,83.6
TR00969,2015,2015,Koc University,Istanbul,statistics,Male,No,Low,No,18.3,2.9,0.889,6.64,3.24,88.7
TR00970,2018,2021,Gazi University,Istanbul,Economics ,Female,No,Middle,Yes,21.2,0.0,0.638,6.39,3.21,100.0
TR00971,2017,2021,Hacettepe University,Kayseri,NA,Female,No,Middle,No,18.2,4.4,0.848,7.77,3.34,97.3
TR00972,2018,2021,Bilkent University,Diyarbakır,ECONOMICS,Male,No,Middle,Yes,17.8,2.3,0.766,6.64,2.39,91.4
TR00973,2018,2021,DOKUZ EYLUL UNIVERSITY,Antalya,Economics,Female,No,Middle!,Yes,7.0,0.9,0.87,6.52,2.99,81.5
TR00974,2016,2019,Hacettepe University,Trabzon,Engineering,Female,yes,Middle,No,22.0,3.1,0.714,5.79,3.33,96.6
TR00975,2016,2019,Bogazici University,Antalya,Economics,FEMALE,No,High,No ,21.4,0.0,0.985,7.19,3.77,100.0
TR00976,2017,2020,Yildiz Technical University,Izmir,Law,Female,Yes , Low,NO,23.3,0.8,0.773,7.69,2.08,89.1
TR00977,2015,2016,Dokuz Eylul University,Antalya,Statistics,Male,No#,Low,Yes,19.7,2.0,0.8,6.07,2.58,88.5
TR00978,2017,2017,Gazi University,Izmir,COMPUTER SCIENCE,Female,No,Middle, No,26.6,2.3,0.771,7.29,2.48,94.0
TR00979,2015,2017,Ankara University,Kayseri,Engineering,Female,No,Middle,Yes,17.1,3.0,0.74,6.02,3.51,89.2
TR00980,2021,2021,Hacettepe University,Kayseri,Engineering,Female,No,NA,No,27.4,3.6,0.685,7.32,2.9,99.5
TR00981,2017,2020,Bogazici University,Adana,Engineering,Female,No,Low,No,35.2,1.3,0.916,6.51,3.38,100.0
TR00982,2017,2018,METU,Istanbul,Law#,Male,Yes,Middle,No,16.4,1.7,0.818,7.26,3.02,99.0
TR00983,2015,2016,Dokuz Eylul University,Konya,Education,Female,No,High,No,22.7,0.0,0.804,6.3,3.15,89.7
TR00984,2019,2020,Istanbul University ,Konya,Architecture,Female,No,Middle,No#,27.3,0.0,0.99,7.01,2.66,100.0
TR00985,2015,2016,Ege University,Diyarbakir,Engineering,Male,No,Middle,Yes,17.8,7.7,0.847,6.28,2.56,100.0
TR00986,2015,2016,Bogazici University,Eskisehir,Law,Male,Yes,Low,No,17.3,1.1,0.787,6.69,2.72,85.0
TR00987,2015,2016,Bilkent University,Eskisehir,Business,Male,No,Middle,No,16.1,0.0,0.771,5.84,2.46,92.9
TR00988,2017,2020,Dokuz Eylul University ,Bursa,Computer Science,Male,No,Middle,No,27.9,0.4,0.841,6.08,2.56,92.6
TR00989,2020,2021,Hacettepe University,Gaziantep,Law,Female!,NO,Middle,No,22.8,0.1,0.882,6.44,2.81,100.0
TR00990,2015,2017,Bilkent University,Adana,NA,Female,No,Low,Yes,16.0,2.9,0.91,7.06,2.44,80.6
TR00991,2015,2017,istanbul university,Bursa ,Computer Science,Female ,No,Low,No,9.3,5.4,0.691,7.74,2.46,82.1
TR00992,2020,2021, Ankara University,Bursa,Engineering,Male,No,Low,No,28.4,3.1,0.878,6.2,2.65,93.6
TR00993,2015,2016,Yildiz Technical University,Ankara,Education,Female,No,Middle,No,2.8,0.5,0.891,7.32,2.37,74.5
TR00994,2015,2018,Yildiz Technical University,Diyarbakir,Engineering,Female,No,High,No,15.0,4.5,0.757,8.44,2.31,91.9
TR00995,2015,2015,Koc University,Ankara,Computer Science,Female,NA,High,No,18.6,1.6,0.791,7.09,2.83,84.5
TR00996,NA,2020,Bilkent University,Samsun,Business,Female,No,Middle,Yes,6.7,1.2,0.64,6.66,2.9,86.6
TR00997,2015,2015,Gazi University,Diyarbakir,Business,Female,No,Middle,No,16.9,0.0,0.78,5.69,3.06,96.6
TR00998,2017,2021,Ankara University,Bursa,Architecture,Male,No,High,NA,20.6,4.5,0.839,6.24,2.22,78.1
TR00999,2018,2018,Yildiz Technical University,Antalya,Psychology,Female#,No,Low,Yes,18.9,3.6,0.898,6.01,3.19,94.7
TR01000,2018,2020,Ankara University,Gaziantep,Education,Male,Yes,Middle,No,6.4,0.8,0.975,8.93,3.13,90.3
TR00642,2015,2015,METU,Mersin,Engineering,Male,No,Low,Yes,18.4,6.4,0.688,6.94,3.07,98.7
TR00988,2017,2020,Dokuz Eylul University,Bursa,Computer Science,Male,No,Middle,No,27.9,0.4,0.841,6.08,2.56,92.6
TR00188,2018,2021,Gazi University,Bursa,Business,Male,No,Low,No,10.2,0.0,0.923,8.44,2.94,87.5
TR00780,2018,2018,Ankara University,Kayseri,Computer Science,Female,No,High,No,27.2,0.3,0.765,7.86,3.24,100.0
TR00849,2015,2016,Istanbul University,Trabzon,Economics,Male,No,Middle,No,18.0,4.1,0.679,7.59,3.16,100.0
TR00238,2016,2018,ITU,Adana,Medicine,Male,No,Middle,No,37.9,5.5,0.87,5.79,3.35,100.0
TR00583,2015,2016,Istanbul University,Konya,Business,Female,Yes,Low,Yes,16.2,0.7,0.731,8.77,2.59,94.4
TR00884,2017,2019,METU,Izmir,Business,Male,No,Middle,No,12.7,1.1,0.846,7.12,3.08,81.9
TR00753,2015,2016,Ege University,Istanbul,Economics,Female,Yes,Middle,No,13.4,0.1,0.929,7.53,3.68,100.0
TR00816,2015,2016,Ankara University,Adana,Engineering,Female,Yes,Middle,No,22.1,0.0,0.877,7.1,2.49,100.0
TR00800,2015,2015,Dokuz Eylul University,Trabzon,Business,Male,No,High,Yes,2.9,0.2,0.722,5.64,2.47,65.3
TR00312,2015,2016,Bogazici University,Gaziantep,Law,Female,No,High,No,13.6,4.2,0.939,7.69,1.99,87.0
TR00023,2015,2016,Dokuz Eylul University,Konya,Engineering,Male,No,High,No,30.3,1.7,0.726,8.16,2.96,100.0
TR00042,2016,2020,Yildiz Technical University,Diyarbakir,Engineering,Male,No,Low,No,22.9,3.9,0.753,6.58,3.22,100.0
TR00838,2021,2021,Ege University,Ankara,Business,Male,No,Low,No,16.4,2.4,0.754,7.78,2.9,89.7
TR00848,2015,2018,METU,Konya,Economics,Female,No,High,Yes,19.2,0.4,0.738,6.62,3.12,100.0
TR00796,2016,2018,Gazi University,Antalya,Education,Female,No,High,No,15.7,3.8,0.754,6.8,2.69,91.7
TR00613,2015,2018,Ege University,Gaziantep,Education,Male,No,Middle,No,13.6,1.1,0.772,7.66,1.64,74.5
TR00348,2015,2017,Hacettepe University,Kayseri,Computer Science,Male,No,Middle,No,18.7,4.0,0.802,6.43,2.27,83.7
TR00681,2020,2021,Bilkent University,Adana,Computer Science,Female,No,Middle,Yes,19.2,3.0,0.792,7.16,3.34,93.2
TR00659,2015,2019,Bilkent University,Istanbul,Engineering,Female,No,Low,Yes,15.8,2.6,0.835,6.79,2.97,85.9
TR00862,2015,2018,Bogazici University,Izmir,Psychology,Male,Yes,Middle,No,23.9,0.1,0.921,7.6,3.12,100.0
TR00387,2018,2020,Istanbul University,Bursa,Education,Female,No,Middle,No,20.4,4.1,0.847,7.15,2.33,83.5
TR00459,2017,2019,ITU,Samsun,Computer Science,Female,No,Middle,No,31.8,0.7,0.736,7.56,3.2,100.0
TR00811,2015,2015,Ege University,Bursa,Education,Male,No,Middle,Yes,11.0,4.0,0.727,7.18,3.17,83.1
